,state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn,one day minutes,percentage of minutes,one day charge,percentage of charge,one day calls,percentage of calls
3095,AL,181,415,330-9294,no,yes,27,190.3,93,32.35,249.0,127,21.17,215.7,82,9.71,10.6,4,2.86,1,False,665.6,0.03374081005216595,66.09,0.03335418832262246,306,0.030087844707390794
3096,CO,118,415,362-8763,no,yes,36,294.9,106,50.13,165.7,115,14.08,189.2,63,8.51,9.8,5,2.65,3,False,659.5999999999999,0.033436656115397624,75.37000000000002,0.03803760287299222,289,0.028416297779202418
3097,ME,112,415,403-4816,no,no,0,185.4,114,31.52,191.4,119,16.27,144.0,78,6.48,10.0,11,2.7,2,False,530.8,0.026907484939437624,56.97,0.02875152229898323,322,0.03166106534568573
3098,GA,93,415,371-2155,no,no,0,179.5,121,30.52,191.9,131,16.31,165.5,125,7.45,12.0,4,3.24,0,False,548.9,0.027825015982022066,57.52,0.029029095359619367,381,0.03746231644939834
3099,AZ,102,408,334-1339,no,no,0,158.0,94,26.86,207.9,100,17.67,190.4,120,8.57,10.1,10,2.73,0,False,566.4,0.02871213163092968,55.83,0.028176189046028324,324,0.0318577179254726
3100,MA,93,415,341-7412,no,no,0,173.0,131,29.41,190.4,108,16.18,290.0,66,13.05,10.4,2,2.81,0,False,663.8,0.03364956387113545,61.45,0.031012481047437594,307,0.03018617099728423
3101,AZ,107,415,375-4770,no,yes,32,134.2,101,22.81,211.9,145,18.01,167.6,138,7.54,8.2,5,2.21,1,False,521.9000000000001,0.026456323266564618,50.57,0.025521581229762714,389,0.03824892676854581
3102,IN,100,415,406-7643,no,yes,32,125.2,123,21.28,230.9,101,19.63,192.0,106,8.64,12.6,9,3.4,3,False,560.7,0.028423185390999774,52.949999999999996,0.026722715564879092,339,0.033332612273874115
3103,DE,115,415,415-8164,no,no,0,195.9,111,33.3,227.0,108,19.3,313.2,113,14.09,13.2,1,3.56,2,False,749.3,0.03798375747008405,70.25,0.035453650017615794,333,0.03274265453451351
3104,WI,63,510,354-3545,no,yes,13,214.2,61,36.41,181.2,88,15.4,174.0,68,7.83,10.3,2,2.78,0,False,579.6999999999999,0.029386339524099456,62.419999999999995,0.03150201899074132,219,0.02153345748666204
3105,ME,57,415,377-3139,no,no,0,221.1,101,37.59,236.7,65,20.12,252.3,137,11.35,9.5,1,2.57,0,False,719.5999999999999,0.03647819548308085,71.63,0.036150106060666466,304,0.029891192127603924
3106,DC,119,408,418-7478,no,yes,26,132.0,100,22.44,173.3,121,14.73,203.5,108,9.16,11.6,5,3.13,1,False,520.4,0.02638028478237253,49.46,0.024961388325569784,334,0.032840980824406944
3107,GA,73,408,385-6952,no,no,0,157.6,92,26.79,198.3,87,16.86,364.9,106,16.42,9.1,4,2.46,1,False,729.9,0.03700032640786648,62.53,0.03155753360286855,289,0.028416297779202418
3108,HI,98,408,381-8593,no,yes,30,110.3,71,18.75,182.4,108,15.5,183.8,88,8.27,11.0,8,2.97,2,False,487.5,0.02471250736242623,45.489999999999995,0.02295781550606893,275,0.027039729720694343
3109,VA,139,415,365-9371,yes,no,0,161.5,121,27.46,192.9,137,16.4,168.3,96,7.57,11.2,13,3.02,0,False,533.9000000000001,0.027064631140101266,54.45,0.027479733002977652,367,0.036085748390890265
3110,NY,31,408,401-7335,no,yes,28,171.8,116,29.21,240.7,125,20.46,245.5,80,11.05,10.6,7,2.86,1,False,668.6,0.03389288702055011,63.58,0.03208744580953754,328,0.03225102308504634
3111,PA,129,510,364-5126,no,yes,32,211.0,99,35.87,155.1,89,13.18,234.8,96,10.57,11.4,5,3.08,1,False,612.3000000000001,0.031038909247207352,62.699999999999996,0.03164332891251972,289,0.028416297779202418
3112,AR,115,415,385-7157,no,no,0,139.3,89,23.68,192.3,95,16.35,151.0,75,6.8,9.3,3,2.51,7,True,491.90000000000003,0.024935553582723,49.339999999999996,0.024900826930521897,262,0.0257614879520797
3113,HI,108,415,385-4766,no,no,0,291.6,99,49.57,221.1,93,18.79,229.2,110,10.31,14.0,9,3.78,2,True,755.9000000000001,0.03831832680052921,82.45,0.041610725180817404,311,0.030579476156857965
3114,DE,139,408,390-1760,no,no,0,139.0,110,23.63,132.9,93,11.3,272.0,120,12.24,12.1,1,3.27,0,False,556.0,0.028184931473864583,50.440000000000005,0.025455973051794176,324,0.0318577179254726
3115,WV,102,408,365-8831,no,no,0,234.8,125,39.92,199.2,99,16.93,163.2,88,7.34,10.0,1,2.7,4,False,607.2,0.03078037840095427,66.89,0.03375793095627503,313,0.030776128736644832
3116,OK,149,408,353-4002,no,no,0,187.6,83,31.89,201.4,81,17.12,264.2,79,11.89,8.8,1,2.38,1,False,662.0,0.033558317690104957,63.28000000000001,0.03193604232191783,244,0.023991614733997888
3117,OR,113,415,367-5923,no,no,0,159.8,143,27.17,210.1,93,17.86,175.1,86,7.88,13.1,7,3.54,2,False,558.1,0.028291385351733495,56.45,0.02848908958710906,329,0.03234934937493977
3118,ND,131,408,393-9548,no,yes,33,177.1,100,30.11,194.0,85,16.49,253.4,124,11.4,5.2,5,1.4,1,False,629.7,0.03192095566383549,59.39999999999999,0.02997789054870289,314,0.030874455026538263
3119,MO,83,408,362-2356,no,no,0,117.9,101,20.04,160.4,92,13.63,235.3,150,10.59,11.4,10,3.08,0,False,525.0,0.02661346946722825,47.34,0.02389147034639049,353,0.03470918033238219
3120,AR,96,415,365-2341,no,yes,21,247.6,95,42.09,256.3,150,21.79,158.6,72,7.14,10.8,6,2.92,2,False,673.3,0.034131140937685295,73.94,0.03731591291533824,323,0.03175939163557917
3121,GA,98,408,388-8797,no,no,0,169.9,77,28.88,138.3,155,11.76,142.6,105,6.42,8.5,7,2.3,1,False,459.30000000000007,0.023282983859615115,49.36,0.024910920496363214,344,0.03382424372334128
3122,TN,3,415,400-4713,no,no,0,185.0,120,31.45,203.7,129,17.31,170.5,89,7.67,14.1,3,3.81,3,False,573.3000000000001,0.029061908658213252,60.24,0.030401820314038083,341,0.033529264853660985
3123,MA,77,408,420-3042,no,yes,17,204.9,84,34.83,201.0,102,17.09,219.7,97,9.89,11.3,5,3.05,0,False,636.8999999999999,0.032285940387957464,64.86,0.03273343402338165,288,0.028317971489308983
3124,ND,75,408,396-4171,no,yes,24,225.5,119,38.34,182.0,108,15.47,270.9,106,12.19,9.4,2,2.54,3,False,687.8,0.03486617961820874,68.54,0.034590650138183444,335,0.03293930711430038
3125,IA,40,510,389-8417,no,no,0,169.7,115,28.85,141.4,123,12.02,253.0,115,11.39,10.5,3,2.84,4,True,574.6,0.029127808677846388,55.10000000000001,0.027807773892820367,356,0.03500415920206249
3126,NJ,108,415,339-4068,no,no,0,239.3,102,40.68,223.4,127,18.99,251.4,104,11.31,10.6,6,2.86,0,False,724.7,0.036736726329333926,73.84,0.03726544508613168,339,0.033332612273874115
3127,MT,100,415,341-4873,no,no,0,113.3,96,19.26,197.9,89,16.82,284.5,93,12.8,11.7,2,3.16,4,True,607.4000000000001,0.03079051686551322,52.03999999999999,0.0262634583190993,280,0.02753136117016151
3128,AL,16,415,336-2322,no,no,0,161.9,100,27.52,230.1,138,19.56,148.8,78,6.7,10.2,11,2.75,3,False,551.0,0.027931469859890982,56.53,0.028529463850474317,327,0.03215269679515291
3129,NY,115,510,402-1607,no,yes,16,133.3,110,22.66,185.7,111,15.78,161.5,113,7.27,5.6,4,1.51,2,False,486.1,0.024641538110513627,47.21999999999999,0.0238309089513426,338,0.03323428598398068
3130,PA,108,510,379-3037,no,yes,25,170.7,88,29.02,109.9,113,9.34,165.7,99,7.46,8.7,1,2.35,3,False,455.0,0.023065006871597817,48.17,0.024310353328805025,301,0.029596213257923627
3131,VT,107,510,382-1399,no,no,0,189.7,76,32.25,156.1,65,13.27,244.0,91,10.98,8.3,3,2.24,5,False,598.0999999999999,0.03031907826352231,58.74,0.02964480287593953,235,0.02310667812495698
3132,NC,161,415,394-5489,no,no,0,322.3,100,54.79,230.4,135,19.58,241.5,104,10.87,7.8,5,2.11,2,True,802.0,0.04065524288136582,87.35000000000001,0.04408364881193936,344,0.03382424372334128
3133,CT,147,415,387-6065,no,no,0,124.4,74,21.15,320.9,78,27.28,157.2,126,7.07,10.4,4,2.81,2,False,612.9,0.031069324640884174,58.31,0.029427791210351273,282,0.027728013749948377
3134,MO,107,415,327-6087,no,no,0,146.9,94,24.97,114.3,111,9.72,114.5,97,5.15,11.4,5,3.08,3,False,387.09999999999997,0.019622998153836294,42.919999999999995,0.021660792295460068,307,0.03018617099728423
3135,WV,120,510,341-8667,no,no,0,192.6,123,32.74,206.4,105,17.54,283.2,93,12.74,10.8,3,2.92,1,False,693.0,0.03512977969674129,65.94,0.033278486578812605,324,0.0318577179254726
3136,NJ,107,408,338-9612,no,yes,36,96.3,83,16.37,179.6,91,15.27,166.3,121,7.48,10.3,2,2.78,1,False,452.5,0.022938276064611015,41.900000000000006,0.021146020437553054,297,0.02920290809834989
3137,AK,58,510,364-1134,no,no,0,131.9,96,22.42,167.6,107,14.25,205.9,106,9.27,14.7,5,3.97,3,False,520.1,0.02636507708553412,49.91,0.025188493556999352,314,0.030874455026538263
3138,LA,91,408,413-4811,no,no,0,147.2,121,25.02,175.2,87,14.89,136.3,80,6.13,13.3,3,3.59,2,False,472.0,0.023926776359108066,49.629999999999995,0.02504718363522095,291,0.028612950358989288
3139,AL,13,415,354-4333,no,no,0,143.1,139,24.33,239.6,88,20.37,221.7,123,9.98,7.1,5,1.92,2,False,611.5,0.030998355388971572,56.60000000000001,0.028564791330918923,355,0.03490583291216906
3140,IN,104,408,382-2026,no,no,0,280.4,127,47.67,179.4,79,15.25,150.6,77,6.78,15.2,6,4.1,5,False,625.6,0.031713117140377126,73.8,0.037245257954449044,289,0.028416297779202418
3141,MA,93,415,368-3287,no,yes,31,237.2,85,40.32,213.1,100,18.11,192.7,87,8.67,10.7,4,2.89,1,False,653.7,0.03313757141090878,69.99,0.03532243366167871,276,0.027138056010587774
3142,DE,95,510,367-8298,no,no,0,184.2,95,31.31,181.6,101,15.44,143.4,113,6.45,12.8,4,3.46,2,False,521.9999999999999,0.026461392498844084,56.660000000000004,0.028595072028442865,313,0.030776128736644832
3143,SC,104,415,391-1783,no,no,0,109.1,141,18.55,187.1,140,15.9,216.6,100,9.75,10.0,4,2.7,3,False,522.8,0.026501946357079864,46.900000000000006,0.02366941189788158,385,0.03785562160897208
3144,NH,35,408,393-8762,no,no,0,138.1,115,23.48,158.2,82,13.45,215.7,118,9.71,10.3,2,2.78,5,True,522.3,0.0264766001956825,49.42,0.024941201193887156,317,0.031169433896218568
3145,LA,62,415,385-1423,no,no,0,186.8,94,31.76,207.6,92,17.65,195.0,98,8.78,8.8,4,2.38,3,False,598.1999999999999,0.030324147495801784,60.57,0.03056836415041977,288,0.028317971489308983
3146,MS,143,510,406-7670,no,no,0,155.4,112,26.42,290.9,92,24.73,228.4,91,10.28,13.9,5,3.75,1,False,688.5999999999999,0.03490673347644452,65.18,0.03289493107684267,300,0.029497886968030188
3147,NM,62,415,339-5423,no,no,0,245.3,91,41.7,122.9,130,10.45,228.4,102,10.28,8.5,4,2.3,4,False,605.1,0.03067392452308536,64.73,0.032667825845413105,327,0.03215269679515291
3148,WA,60,415,366-8939,yes,no,0,205.9,97,35.0,277.4,117,23.58,202.0,139,9.09,11.0,2,2.97,0,True,696.3,0.035297064361963865,70.64,0.03565047455152142,355,0.03490583291216906
3149,SC,41,510,353-2391,no,no,0,207.2,138,35.22,214.1,83,18.2,193.0,105,8.69,11.9,4,3.21,1,False,626.1999999999999,0.03174353253405396,65.32,0.032965586037731864,330,0.032447675664833205
3150,MT,34,415,372-4203,no,yes,14,151.5,100,25.76,248.7,126,21.14,199.8,120,8.99,10.7,5,2.89,2,False,610.7,0.030957801530735796,58.78000000000001,0.029664990007622162,351,0.03451252775259532
3151,ME,56,408,385-5688,no,no,0,221.9,112,37.72,278.2,122,23.65,288.1,85,12.96,7.1,5,1.92,0,True,795.3000000000001,0.040315604318641195,76.25,0.03848171977001003,324,0.0318577179254726
3152,NM,183,415,397-7453,no,no,0,190.0,100,32.3,246.6,78,20.96,304.2,107,13.69,9.5,4,2.57,1,False,750.3,0.03803444979287877,69.52,0.03508523486440783,289,0.028416297779202418
3153,AZ,94,415,366-9015,no,no,0,220.8,111,37.54,156.2,67,13.28,187.9,89,8.46,10.5,4,2.84,2,False,575.4,0.02916836253608216,62.120000000000005,0.03135061550312161,271,0.026646424561120607
3154,CT,73,415,356-1654,no,yes,47,173.7,117,29.53,204.0,114,17.34,174.6,94,7.86,6.3,3,1.7,2,False,558.5999999999999,0.028316731513130855,56.43000000000001,0.02847899602126775,328,0.03225102308504634
3155,IL,123,408,337-3932,no,no,0,114.8,94,19.52,150.0,104,12.75,268.6,119,12.09,9.6,4,2.59,2,False,543.0000000000001,0.027525931277533226,46.95,0.023694645812484864,321,0.03156273905579231
3156,IN,64,408,350-1126,no,no,0,113.8,97,19.35,192.3,97,16.35,214.9,89,9.67,10.4,1,2.81,3,False,531.4,0.02693790033311446,48.18000000000001,0.024315400111725685,284,0.027924666329735247
3157,AR,127,415,416-3649,yes,no,0,143.2,60,24.34,179.5,159,15.26,171.8,122,7.73,6.2,4,1.67,4,True,500.7,0.02538164602331654,49.0,0.024729236311219555,345,0.03392257001323472
3158,RI,33,415,349-1726,no,no,0,184.4,111,31.35,203.8,110,17.32,237.4,100,10.68,9.3,5,2.51,3,False,634.9,0.032184555742368025,61.86,0.031219399147184527,326,0.03205437050525947
3159,ND,27,415,405-1589,no,no,0,227.4,67,38.66,248.0,115,21.08,61.4,109,2.76,7.8,6,2.11,1,False,544.5999999999999,0.027607038994004764,64.61,0.032607264450365214,297,0.02920290809834989
3160,NH,123,408,366-7560,no,no,0,224.0,99,38.08,210.7,80,17.91,231.9,75,10.44,2.1,5,0.57,0,False,668.7,0.033897956252829584,66.99999999999999,0.033813445568402246,259,0.025466509082399398
3161,NV,148,510,333-9643,no,no,0,216.2,95,36.75,185.7,105,15.78,300.0,143,13.5,10.0,5,2.7,2,False,711.9,0.036087864597561504,68.73,0.034686539013675924,348,0.03421754888291502
3162,UT,81,415,355-6422,no,no,0,129.9,121,22.08,230.1,105,19.56,140.5,123,6.32,13.3,3,3.59,0,False,513.8,0.026045715451927375,51.55,0.026016165955987103,352,0.03461085404248875
3163,NC,122,510,329-5400,no,yes,30,230.1,108,39.12,287.6,76,24.45,177.1,85,7.97,6.9,3,1.86,2,False,701.7,0.03557080290505536,73.39999999999999,0.037043386637622765,272,0.026744750851014038
3164,MI,52,415,383-6356,no,no,0,204.4,97,34.75,273.2,128,23.22,179.6,118,8.08,11.0,5,2.97,1,False,668.2,0.03387261009143222,69.02,0.03483289571837497,348,0.03421754888291502
3165,WI,91,408,377-7276,no,yes,44,216.6,101,36.82,173.1,98,14.71,242.1,95,10.89,9.1,3,2.46,1,False,640.9,0.03248870967913635,64.88,0.03274352758922296,297,0.02920290809834989
3166,AR,54,415,337-1586,no,no,0,247.5,85,42.08,225.4,93,19.16,244.3,132,10.99,10.2,2,2.75,2,True,727.4000000000001,0.03687359560087968,74.97999999999999,0.03784077833908658,312,0.030677802446751397
3167,NH,152,510,336-9273,no,no,0,228.1,93,38.78,136.4,106,11.59,197.3,107,8.88,9.0,2,2.43,1,False,570.8,0.028935177851226446,61.68000000000001,0.031128557054612708,308,0.03028449728717766
3168,TX,201,415,415-5476,no,no,0,225.9,110,38.4,299.1,86,25.42,251.3,81,11.31,11.2,4,3.02,1,True,787.5,0.03992020420084237,78.14999999999999,0.03944060852493486,281,0.027629687460054946
3169,ID,78,415,332-2650,no,no,0,103.5,115,17.6,117.9,102,10.02,201.0,94,9.05,12.0,3,3.24,4,True,434.4,0.022020745022026573,39.910000000000004,0.0201417106363423,314,0.030874455026538263
3170,CT,67,415,418-8257,no,no,0,115.5,70,19.64,252.2,143,21.44,208.9,91,9.4,7.5,6,2.03,0,False,584.1,0.029609385744396227,52.51,0.02650065711637018,310,0.030481149866964527
3171,NH,100,408,407-3121,no,no,0,218.8,125,37.2,148.3,102,12.61,277.8,97,12.5,9.7,6,2.62,1,False,654.6000000000001,0.033183194501424026,64.93,0.032768761503826245,330,0.032447675664833205
3172,WY,41,510,381-2413,no,no,0,223.8,67,38.05,244.8,74,20.81,223.8,156,10.07,12.3,5,3.32,3,False,704.7,0.03572287987343952,72.25,0.03646300660174721,302,0.029694539547817058
3173,OR,133,415,378-1144,no,no,0,143.8,71,24.45,184.0,131,15.64,275.5,132,12.4,12.9,4,3.48,3,False,616.1999999999999,0.031236609306106753,55.97,0.028246844006917522,338,0.03323428598398068
3174,SC,36,408,359-5091,no,yes,43,29.9,123,5.08,129.1,117,10.97,325.9,105,14.67,8.6,6,2.32,2,False,493.5,0.025016661299194554,33.04,0.0166745707698509,351,0.03451252775259532
3175,MD,51,510,378-6986,no,yes,28,276.7,121,47.04,203.7,99,17.31,246.2,88,11.08,8.3,3,2.24,0,False,734.8999999999999,0.03725378802184007,77.66999999999999,0.039198362944743326,311,0.030579476156857965
3176,NY,122,415,386-6580,no,no,0,141.4,128,24.04,146.4,70,12.44,123.0,75,5.54,8.1,4,2.19,0,False,418.90000000000003,0.02123501401870841,44.209999999999994,0.022311827292224827,277,0.02723638230048121
3177,NM,84,408,419-9713,no,yes,41,153.9,102,26.16,140.7,117,11.96,217.7,101,9.8,12.8,5,3.46,1,False,525.0999999999999,0.026618538699507716,51.38,0.025930370646335937,325,0.03195604421536604
3178,LA,91,415,382-6153,no,no,0,190.5,128,32.39,205.5,103,17.47,130.7,63,5.88,13.8,5,3.73,0,False,540.5,0.02739920047054642,59.47,0.030013218029147495,299,0.029399560678136757
3179,UT,110,408,332-1690,no,no,0,192.6,102,32.74,178.9,118,15.21,214.6,74,9.66,9.4,4,2.54,1,False,595.5,0.03018727822425604,60.15,0.03035639926775217,298,0.029301234388243322
3180,AL,91,408,348-9383,yes,no,0,151.8,115,25.81,103.6,116,8.81,156.3,86,7.03,12.2,4,3.29,1,False,423.90000000000003,0.02148847563268201,44.94,0.02268024244543279,321,0.03156273905579231
3181,DE,121,408,420-3857,no,no,0,215.6,74,36.65,192.9,98,16.4,144.0,103,6.48,10.1,4,2.73,5,False,562.6,0.02851950080430974,62.26,0.03142127046401081,279,0.02743303488026808
3182,WV,109,415,405-2653,no,no,0,180.0,100,30.6,229.0,103,19.47,139.4,105,6.27,7.8,8,2.11,3,False,556.1999999999999,0.028195069938423526,58.45,0.02949844617124047,316,0.031071107606325133
3183,KY,95,510,417-9278,no,no,0,157.3,116,26.74,197.5,77,16.79,128.2,111,5.77,8.4,4,2.27,2,False,491.4,0.024910207421325638,51.57,0.02602625952182842,308,0.03028449728717766
3184,NC,72,415,352-5663,no,no,0,196.5,88,33.41,158.6,129,13.48,269.3,118,12.12,6.8,3,1.84,0,False,631.2,0.03199699414802756,60.85,0.030709674072198167,338,0.03323428598398068
3185,WV,73,415,370-8786,no,no,0,240.3,130,40.85,162.5,83,13.81,231.9,136,10.44,11.9,3,3.21,0,False,646.6,0.032777655919066256,68.31,0.03447457413100833,352,0.03461085404248875
3186,AZ,108,415,415-6333,no,no,0,193.3,126,32.86,154.7,85,13.15,174.8,98,7.87,9.4,6,2.54,3,False,532.1999999999999,0.026978454191350233,56.419999999999995,0.02847394923834709,315,0.0309727813164317
3187,WV,58,408,391-6558,no,yes,39,211.9,40,36.02,274.4,76,23.32,210.5,139,9.47,5.4,4,1.46,1,False,702.1999999999999,0.03559614906645271,70.27,0.03546374358345711,259,0.025466509082399398
3188,ND,148,415,396-4234,yes,no,0,218.7,111,37.18,155.6,133,13.23,277.4,62,12.48,8.2,5,2.21,1,False,659.9,0.03345186381223604,65.1,0.03285455681347741,311,0.030579476156857965
3189,WA,76,510,345-6961,yes,no,0,246.8,110,41.96,206.3,63,17.54,208.4,123,9.38,13.2,5,3.56,0,True,674.7,0.0342021101895979,72.44,0.03655889547723969,301,0.029596213257923627
3190,ID,103,415,346-5992,no,no,0,174.7,151,29.7,148.0,56,12.58,168.2,109,7.57,15.8,3,4.27,6,True,506.7,0.025685799960084865,54.120000000000005,0.027313189166595975,319,0.03136608647600544
3191,CT,87,415,402-3908,no,no,0,240.0,83,40.8,134.1,106,11.4,189.1,84,8.51,9.3,2,2.51,0,True,572.5,0.029021354799977472,63.21999999999999,0.03190576162439388,275,0.027039729720694343
3192,OK,35,510,350-2340,no,yes,37,181.2,76,30.8,177.6,98,15.1,228.0,136,10.26,5.0,3,1.35,2,False,591.8,0.029999716629915574,57.51,0.02902404857669871,313,0.030776128736644832
3193,IA,88,415,410-2015,no,no,0,113.7,67,19.33,165.1,127,14.03,141.5,142,6.37,10.8,3,2.92,1,False,431.1,0.021853460356803998,42.65,0.021524529156602332,339,0.033332612273874115
3194,NE,67,415,380-3311,no,yes,41,174.7,86,29.7,160.6,93,13.65,155.3,108,6.99,13.4,1,3.62,0,False,503.99999999999994,0.025548930688539116,53.96,0.02723244063986546,288,0.028317971489308983
3195,ID,77,510,399-7029,no,yes,29,211.1,89,35.89,223.5,97,19.0,148.4,106,6.68,9.7,9,2.62,2,False,592.7,0.03004533972043083,64.19,0.03239529956769762,301,0.029596213257923627
3196,OR,124,510,337-3868,no,no,0,169.3,108,28.78,178.6,91,15.18,242.3,82,10.9,12.2,3,3.29,1,False,602.4000000000001,0.03053705525153962,58.15,0.02934704268362076,284,0.027924666329735247
3197,SD,30,415,354-8088,no,no,0,247.4,107,42.06,175.9,76,14.95,287.4,90,12.93,11.3,2,3.05,0,False,722.0,0.036599857057788183,72.99,0.036836468537875824,275,0.027039729720694343
3198,DE,53,415,416-9723,no,yes,32,131.2,63,22.3,227.4,125,19.33,178.9,105,8.05,12.8,2,3.46,2,False,550.3,0.027895985233934675,53.13999999999999,0.026818604440371575,295,0.02900625551856302
3199,WA,152,510,337-4403,no,no,0,161.4,84,27.44,163.6,88,13.91,153.2,121,6.89,11.8,5,3.19,1,False,490.0,0.02483923816941303,51.43,0.025955604560939222,298,0.029301234388243322
3200,CT,100,510,416-1536,yes,no,0,107.2,98,18.22,86.8,122,7.38,156.2,117,7.03,9.7,4,2.62,1,False,359.9,0.018244166973819895,35.24999999999999,0.017789909795316108,341,0.033529264853660985
3201,MN,59,408,386-3796,no,yes,32,211.9,120,36.02,202.9,136,17.25,213.5,95,9.61,8.8,5,2.38,1,False,637.0999999999999,0.03229607885251641,65.26,0.03293530534020793,356,0.03500415920206249
3202,WA,143,510,340-4989,no,no,0,160.4,120,27.27,285.9,104,24.3,182.5,85,8.21,6.9,4,1.86,3,False,635.6999999999999,0.032225109600603805,61.64,0.031108369922930073,313,0.030776128736644832
3203,PA,142,510,340-6221,no,yes,40,230.7,101,39.22,256.8,88,21.83,263.9,92,11.88,6.4,3,1.73,1,False,757.8,0.038414642213839174,74.66,0.03767928128562555,284,0.027924666329735247
3204,ID,105,408,363-3469,no,no,0,232.6,96,39.54,253.4,117,21.54,154.0,101,6.93,10.5,9,2.84,1,False,650.5,0.032975355977965665,70.85,0.035756456992855214,323,0.03175939163557917
3205,MS,111,408,345-3787,no,no,0,294.7,90,50.1,294.6,72,25.04,260.1,121,11.7,10.8,3,2.92,1,True,860.1999999999999,0.04360553606801855,89.76,0.04529992349581771,286,0.028121318909522113
3206,WA,143,510,362-3107,no,no,0,133.4,107,22.68,223.9,117,19.03,180.4,85,8.12,10.2,13,2.75,1,False,547.9000000000001,0.027774323659227357,52.58,0.02653598459681478,322,0.03166106534568573
3207,DC,93,408,345-1994,no,yes,22,306.2,123,52.05,189.7,83,16.12,240.3,107,10.81,11.7,2,3.16,0,False,747.9000000000001,0.03791278821817145,82.14,0.041454274910277034,315,0.0309727813164317
